buying	maintenance	doors	persons	lug_boot	safety	rating
low	high	2	4	med	low	FALSE
low	high	2	4	big	low	FALSE
low	high	2	4	big	high	TRUE
low	high	2	more	small	low	FALSE
low	high	2	more	big	low	FALSE
low	high	2	more	big	high	TRUE
low	high	3	2	med	high	FALSE
low	high	3	2	big	med	FALSE
low	high	3	4	small	med	TRUE
low	high	3	4	small	high	TRUE
low	high	3	4	med	low	FALSE
low	high	3	4	med	high	TRUE
low	high	3	4	big	med	TRUE
low	high	3	4	big	high	TRUE
low	high	3	more	small	high	TRUE
low	high	3	more	med	low	FALSE
low	high	3	more	med	med	TRUE
low	high	3	more	big	low	FALSE
low	high	3	more	big	med	TRUE
low	high	4	2	small	low	FALSE
low	high	4	2	med	low	FALSE
low	high	4	2	med	med	FALSE
low	high	4	2	med	high	FALSE
low	high	4	2	big	low	FALSE
low	high	4	4	small	low	FALSE
low	high	4	4	small	med	TRUE
low	high	4	4	small	high	TRUE
low	high	4	4	med	med	TRUE
low	high	4	4	big	med	TRUE
low	high	4	more	small	low	FALSE
low	high	4	more	small	med	TRUE
low	high	4	more	med	low	FALSE
low	high	4	more	big	low	FALSE
low	high	4	more	big	high	TRUE
low	high	5more	2	small	low	FALSE
low	high	5more	2	small	med	FALSE
low	high	5more	2	med	med	FALSE
low	high	5more	2	big	low	FALSE
low	high	5more	2	big	med	FALSE
low	high	5more	2	big	high	FALSE
low	high	5more	4	small	low	FALSE
low	high	5more	4	small	med	TRUE
low	high	5more	4	med	med	TRUE
low	high	5more	4	med	high	TRUE
low	high	5more	4	big	low	FALSE
low	high	5more	4	big	med	TRUE
low	high	5more	more	med	low	FALSE
low	high	5more	more	med	med	TRUE
low	high	5more	more	big	low	FALSE
low	med	2	2	small	low	FALSE
low	med	2	2	med	low	FALSE
low	med	2	2	med	med	FALSE
low	med	2	2	big	high	FALSE
low	med	2	4	small	low	FALSE
low	med	2	4	med	med	TRUE
low	med	2	4	big	low	FALSE
low	med	2	4	big	med	TRUE
low	med	2	more	big	low	FALSE
low	med	2	more	big	med	TRUE
low	med	2	more	big	high	TRUE
low	med	3	2	small	med	FALSE
low	med	3	2	small	high	FALSE
low	med	3	2	med	low	FALSE
low	med	3	2	med	med	FALSE
low	med	3	2	med	high	FALSE
low	med	3	2	big	high	FALSE
low	med	3	4	small	med	TRUE
low	med	3	4	small	high	TRUE
low	med	3	4	med	low	FALSE
low	med	3	4	med	med	TRUE
low	med	3	4	big	med	TRUE
low	med	3	more	small	low	FALSE
low	med	3	more	small	high	TRUE
low	med	3	more	med	med	TRUE
low	med	3	more	med	high	TRUE
low	med	3	more	big	low	FALSE
low	med	3	more	big	med	TRUE
low	med	3	more	big	high	TRUE
low	med	4	2	small	low	FALSE
low	med	4	2	med	med	FALSE
low	med	4	2	med	high	FALSE
low	med	4	4	small	low	FALSE
low	med	4	4	small	med	TRUE
low	med	4	4	small	high	TRUE
low	med	4	4	med	high	TRUE
low	med	4	more	small	med	TRUE
low	med	4	more	med	low	FALSE
low	med	4	more	med	high	TRUE
low	med	4	more	big	med	TRUE
low	med	5more	2	med	low	FALSE
low	med	5more	2	med	med	FALSE
low	med	5more	2	med	high	FALSE
low	med	5more	4	small	med	TRUE
low	med	5more	4	med	high	TRUE
low	med	5more	4	big	med	TRUE
low	med	5more	4	big	high	TRUE
low	med	5more	more	small	low	FALSE
low	med	5more	more	small	med	TRUE
low	med	5more	more	small	high	TRUE
low	med	5more	more	big	med	TRUE
low	low	2	2	med	high	FALSE
low	low	2	2	big	low	FALSE
low	low	2	2	big	high	FALSE
low	low	2	4	small	med	TRUE
low	low	2	4	small	high	TRUE
low	low	2	4	med	low	FALSE
low	low	2	4	med	med	TRUE
low	low	2	4	med	high	TRUE
low	low	2	4	big	low	FALSE
low	low	2	4	big	med	TRUE
low	low	2	more	small	low	FALSE
low	low	2	more	small	high	FALSE
low	low	2	more	med	low	FALSE
low	low	2	more	med	med	TRUE
low	low	2	more	big	low	FALSE
low	low	3	2	med	low	FALSE
low	low	3	2	med	high	FALSE
low	low	3	2	big	low	FALSE
low	low	3	2	big	high	FALSE
low	low	3	4	small	low	FALSE
low	low	3	4	med	low	FALSE
low	low	3	4	big	high	TRUE
low	low	3	more	small	low	FALSE
low	low	3	more	med	low	FALSE
low	low	3	more	med	med	TRUE
low	low	3	more	med	high	TRUE
low	low	3	more	big	low	FALSE
low	low	3	more	big	high	TRUE
low	low	4	2	med	med	FALSE
low	low	4	2	big	med	FALSE
low	low	4	4	small	high	TRUE
low	low	4	4	med	low	FALSE
low	low	4	4	big	high	TRUE
low	low	4	more	small	med	TRUE
low	low	4	more	small	high	TRUE
low	low	4	more	med	med	TRUE
low	low	4	more	big	med	TRUE
low	low	4	more	big	high	TRUE
low	low	5more	2	small	high	FALSE
low	low	5more	2	med	low	FALSE
low	low	5more	2	med	med	FALSE
low	low	5more	2	med	high	FALSE
low	low	5more	4	small	low	FALSE
low	low	5more	4	med	med	TRUE
low	low	5more	4	big	low	FALSE
low	low	5more	4	big	med	TRUE
low	low	5more	more	small	med	TRUE
low	low	5more	more	med	low	FALSE
low	low	5more	more	med	med	TRUE
low	low	5more	more	big	low	FALSE
