word.freq.make	word.freq.address	word.freq.all	word.freq.3d	word.freq.our	word.freq.over	word.freq.remove	word.freq.internet	word.freq.order	word.freq.mail	word.freq.receive	word.freq.will	word.freq.people	word.freq.report	word.freq.addresses	word.freq.free	word.freq.business	word.freq.email	word.freq.you	word.freq.credit	word.freq.your	word.freq.font	word.freq.000	word.freq.money	word.freq.hp	word.freq.hpl	word.freq.george	word.freq.650	word.freq.lab	word.freq.labs	word.freq.telnet	word.freq.857	word.freq.data	word.freq.415	word.freq.85	word.freq.technology	word.freq.1999	word.freq.parts	word.freq.pm	word.freq.direct	word.freq.cs	word.freq.meeting	word.freq.original	word.freq.project	word.freq.re	word.freq.edu	word.freq.table	word.freq.conference	char.freq.semi	char.freq.lparen	char.freq.lbrack	char.freq.bang	char.freq.dollar	char.freq.hash	capital.run.length.average	capital.run.length.longest	capital.run.length.total	spam	rgroup
0	0.47	0.47	0	1.89	0	1.18	0.23	0	0.47	0.23	0.7	0.23	0	0.47	0.23	1.41	0	2.83	0	1.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	1.844	13	83	spam	81
0.47	0.31	0.47	0	0.05	0.13	0.05	0.26	0.44	0.76	0.26	0.97	0.58	1.26	0	0.26	0.44	0	3.24	0	1.5	0	1.02	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.009	0.067	0	0.329	0.78	0.162	6.045	193	3059	spam	68
0	0	0	0	1.35	0.45	0	0	0	0	0	0	0.45	0	0	0.45	0.45	0.45	1.8	0	1.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138	0	0.138	0	0	5.809	46	122	spam	1
0	0	0	0	0	0	1.23	0	0	0	0	0	0	0	0	1.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.939	0	0	1.379	8	40	spam	40
0	0	0	0	0	0	1.23	0	0	0	0	0	0	0	0	1.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.947	0	0	1.379	8	40	spam	93
0	0	0	0	0	0	1.23	0	0	0	0	0	0	0	0	1.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.949	0	0	1.379	8	40	spam	22
0.19	0	0	0	0.09	0.09	0.19	0	0	0.09	0.09	0.69	0.09	0	0	0	0	0.19	1.38	0	0.49	0	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0.09	0.017	0.068	0	0.586	0.189	0.017	2.349	31	477	spam	82
1.03	0	0.68	0	1.03	0	0.68	0	0	0.68	0	0.68	0	0	0.34	0.68	0	0	5.86	0	1.37	0	0.34	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0	0	0	0	0	0.503	0.062	0	1.82	12	91	spam	84
0.27	0	0.27	0	0	0	0	0	0	0.27	0.27	0.55	0	0	0	0	0	0	2.2	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136	0.182	0	8.207	30	435	spam	47
0	1.09	0	0	0	0	0	1.09	0	0	0	0	0	0	0	0	0	0	0	0	1.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09	0	0	0	0	0	0	0	1.09	0	0	0	0.173	0.519	0	0	0.692	0	4.941	25	84	spam	16
0	0.89	1.14	0	0.12	0	0	0.12	0.25	0.12	0.12	0.38	0.12	0	1.14	0	0.12	2.04	2.8	0.12	1.27	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165	0	0.371	0.061	0	2.878	84	475	spam	85
0	0	0	0	1.2	0	1.2	1.2	1.2	1.2	1.2	1.2	0	0	0	0	4.81	0	2.4	1.2	3.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331	0	0	50.166	295	301	spam	11
0.49	0	0.74	0	0.24	0.74	0.24	0.74	0.24	0.24	0.24	1.23	0	0	0	0	1.23	0	1.23	1.73	2.47	0	0.24	0.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116	0	1.634	0.155	0	3.975	47	485	spam	3
0	0	0.6	0	0.6	0	0.6	0	0	0	0	0	0.6	0	0	0	0	0.6	1.81	0	1.21	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.412	0	0.619	0.103	0	6.166	33	259	spam	42
0	0.46	0.46	0	1.38	0	0	1.85	0	0.92	0.46	0	0	0	0	0.92	0	0	0.92	0.46	1.38	0	0	0.46	0	0	0	0	0	0	0	0	0	0	0	0	1.38	0	0	0.46	0	0	0	0	0	0	0	0	0	0.072	0	0.795	0.217	0	4.869	66	224	spam	60
0.67	0	0.67	0	0	0	0	0	0	0.67	0	0	0	0	0	0	0	0	1.35	0	1.35	0	0	0	0	0	0	0	0	0	0	0	0	1.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.362	0	0	3.384	37	132	spam	4
0	0	0	0	0	0	1.47	1.47	1.47	1.47	1.47	0	0	0	0	0	2.94	0	0	1.47	2.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47	0	0	0	0	0	0	0	0	0	0	0	0	0.147	0	0.294	0.147	0	72	281	288	spam	20
0	0.49	0.49	0	1.49	0	0	0	0	0.99	0.49	0	0	0	0	0.49	0	0	0.99	0.49	1.99	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0	1.49	0	0	0.49	0	0	0	0	0	0	0	0	0	0.078	0	0.625	0.312	0	4.75	47	190	spam	28
0	0.53	0	0	0	0.53	0.53	0	0	0	0	0	0	0	0	0	0	1.6	2.67	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255	0	0	0	0	2.131	12	81	spam	35
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.55	0	1.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.473	0	0	4.071	29	114	spam	45
0	0.56	0.56	0	2.27	0	0.56	0	0	0	0	0.56	0.56	0	0	0.56	3.4	0	3.97	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262	0	1.135	0.349	0	5.105	140	194	spam	9
0.23	0.59	0.23	0	0.23	0.11	0	0	0.82	1.18	0.11	2	0.23	0	0	0	0.11	0	4.84	4.96	1.77	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0.186	0	0.13	0.168	0.018	5.76	175	795	spam	1
0	0	0.56	0	1.12	0	0	0	0	0	0	0	0.93	0	0.18	0	0.37	0.37	3.18	0	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189	0	0.441	0	0	1.372	4	70	spam	37
0	0	0.47	0	1.42	0	0	0	0	0	0	0.95	0	0	0	0	0.95	0	2.38	0	2.38	0	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0	0	0	0.082	0	0.496	0.248	0	5.187	80	249	spam	23
0	0	0.56	0	1.12	0	0	0	0	0	0	0	0.93	0	0.18	0	0.37	0.37	3.18	0	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189	0	0.441	0	0	1.372	4	70	spam	93
0	0	0.48	0	0.72	0.48	0	0	0.24	0	0.48	0.24	0	0	0	0.48	0	0.24	1.21	0	1.45	0	0.48	0.24	0	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0.24	0	0	0.24	0	0	0	0	0.24	0	0.036	0	0.036	0.184	0	2.276	66	255	spam	41
0	0.36	0.72	0	1.44	0	0.36	0	0	1.44	0.72	0.36	0.36	0	0	0	0	0	2.89	0	2.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.517	6.685	60	234	spam	77
0.67	0	0.67	0	0	0	0	0	0	0.67	0	0	0	0	0	0	0	0	1.35	0	1.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.413	0	0	3.384	37	132	spam	84
0	0.47	0	0	0.47	0	0	0	0	0	0.47	0	0	0	0	0.47	0	0.95	1.9	0	1.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056	0	0	0	0	7.18	182	359	spam	38
0	0.47	0	0	0.47	0	0	0	0	0	0.47	0	0	0	0	0.47	0	0.95	1.9	0	1.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056	0	0	0	0	7.18	182	359	spam	61
0.43	0.28	0.43	0	0.04	0.11	0.04	0.21	0.4	0.69	0.23	0.88	0.52	1.14	0	0.23	0.4	0	2.93	0	1.36	0	0.97	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.064	0	0.311	0.734	0.145	5.328	144	3016	spam	0
0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303	0	0.909	0	0	2.857	11	40	spam	65
0.1	0.2	1.01	0	0.8	0.8	0.5	0	0.8	0.1	0.3	0.7	0.3	0	1.61	0.1	0	1.11	1.31	0.2	0.7	0	0.6	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.1	0.1	0	0	0	0.11	0	0.49	0.158	0.015	8.55	669	1351	spam	27
0	0	0	0	0	0	1.47	1.47	1.47	1.47	1.47	0	0	0	0	0	2.94	0	0	1.47	2.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47	0	0	0	0	0	0	0	0	0	0	0	0	0.147	0	0.294	0.147	0	71.5	281	286	spam	7
0	0.56	0.56	0	2.25	0	0.56	0	0	0	0	0.56	0.56	0	0	0.56	3.38	0	3.95	0	1.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	1.217	0.347	0	5.105	140	194	spam	97
0	0	0	0	2.38	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	20	spam	86
0	0	0.55	0	1.11	0	0	0	0	0	0	0	0.92	0	0.18	0	0.37	0.37	3.14	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186	0	0.434	0	0	1.377	4	73	spam	9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.462	0	0.462	0	0	3.125	6	25	spam	50
0.47	0.31	0.47	0	0.05	0.15	0.05	0.23	0.44	0.76	0.26	0.97	0.58	1.27	0	0.26	0.44	0	3.25	0	1.5	0	1.11	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.068	0	0.344	0.784	0.154	6.094	193	3029	spam	93
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0	0	4.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176	0	0.706	0	0	8.411	55	143	spam	78
0	0.47	0	0	0	0.47	0	0	0.23	0.23	0	1.19	0.47	0	0	0.23	0	0.47	2.63	0	0.47	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0.23	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327	1.357	0.046	5.769	72	450	spam	9
0	0	0	42.73	0	0	0.42	0	0	0.42	0	0.42	0	0	0.42	0	0	1.28	2.99	0	2.13	0	1.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.349	0	7	105	441	spam	23
0	0	0.54	0	1.08	0	0	0	0	0	0	0.18	0.9	0	0.18	0	0.36	0.36	3.06	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029	0.178	0	0.416	0	0	1.373	6	92	spam	77
0	0	0.58	0.58	0	0	0	0.29	0	0	0	0	0.29	0	0	0	0.29	0.58	2.91	0.87	1.74	0	0	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0	1.434	0	0.047	3.281	64	361	spam	28
0	0	0.48	0	1.44	0.48	0	0	0	0	0	0.96	0	0	0	0	0.96	0	2.41	0	2.41	0	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0.083	0	0.502	0.251	0	5.488	80	247	spam	34
0	0	0.48	0	1.45	0	0	0	0	0	0	0.97	0	0	0	0	0.97	0	2.42	0	2.42	0	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0.084	0	0.421	0.252	0	5.173	80	238	spam	31
0	0	0.49	0	1.47	0	0	0	0	0	0	0.98	0	0	0	0	0.98	0	2.45	0	2.45	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0.084	0	0.677	0.254	0	5.2	80	234	spam	7
0.72	0	0	0	0	0	1.45	0	0	0	0	0.72	0	0	0	0	1.45	0	2.18	1.45	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105	0	0	2.689	25	78	spam	21
0.45	0.28	0.42	0	0.04	0.11	0.04	0.21	0.4	0.69	0.23	0.88	0.52	1.14	0	0.23	0.4	0	2.93	0	1.36	0	1	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.065	0	0.318	0.754	0.152	5.349	144	3033	spam	47
1.17	0	0	0	0	0	0	0	0	0	0	1.17	0	0	0	0	1.17	0	3.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17	0	0	0	0	0	0	0.924	0	0	1.966	10	59	spam	94
0	0	0	0	0.64	0	0	0	0	0	0.64	0.64	0	0	0	0	1.29	0	1.29	5.19	1.29	0	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.468	0	0.093	0	0	2.755	66	135	spam	9
0	0	0	0	0.64	0	0	0	0	0	0.64	0.64	0	0	0	0	1.29	0	1.29	5.19	1.29	0	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.468	0	0.093	0	0	2.755	66	135	spam	59
0	0	0	0	0.64	0	0	0	0	0	0.64	0.64	0	0	0	0	1.29	0	1.29	5.19	1.29	0	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.468	0	0.093	0	0	2.755	66	135	spam	69
0	0	0.3	0	0	0	0	0	0	0.3	0	0.3	0	0	0.3	0.3	0	0.15	0.15	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0	0	0	0	0	0	0	0	0	0	0.3	0.472	0.067	0	0	0.044	0.067	1.607	16	418	spam	97
0.41	0	1.25	0	0.2	0.2	0	0	0	0.41	0	1.25	0	0	0	0.62	1.25	0	4.6	0	2.3	1.67	0.62	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0.153	0	0.345	0.345	0.306	5.132	37	426	spam	38
0	0	0	0	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.166	28	79	spam	4
0.47	0.31	0.47	0	0.07	0.13	0.05	0.26	0.44	0.76	0.26	0.97	0.57	1.26	0	0.26	0.44	0	3.22	0	1.47	0	1.1	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.068	0	0.331	0.79	0.159	6.073	193	3043	spam	2
0	0	0.55	0	1.11	0	0	0	0	0	0	0	0.92	0	0.18	0	0.37	0.37	3.15	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185	0	0.464	0	0	1.392	4	78	spam	58
0	0.63	0	0	1.59	0.31	0	0	0.31	0	0	0.63	0	0	1.27	0.63	0.31	3.18	2.22	0	1.91	0	0.31	0.63	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	1.59	0	0	0	0	0	0	0	0	0	0.278	0	0.055	0.501	0	3.509	91	186	spam	18
0	0.56	0.56	0	2.25	0	1.12	0	0	0	0	0.56	0.56	0	0	0.56	3.38	0	3.95	0	2.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	1.13	0.347	0	4.875	140	195	spam	33
0	0	0.55	0	1.11	0	0	0	0	0	0	0	0.92	0	0.18	0	0.37	0.37	3.15	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185	0	0.464	0	0	1.392	4	78	spam	48
0	0	0	0	0.94	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88	0	2.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443	0	0	4.652	31	107	spam	5
0.17	0	0.17	0.44	0.17	0	0	0	0	0	0	0.35	0.52	0.17	0	0.08	0.52	0	4.04	0	2.64	1.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0.709	0.105	0	0	0	0	2.039	18	414	spam	29
0	0	0	0	0	0	0	0	0	0.33	0	0.67	0	0	0	0	0	0	1.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0.33	0.33	0	0	0.28	0.28	0	0.112	0.336	0	2.96	19	222	spam	81
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88	2.65	0	0.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	1.512	7	62	spam	16
0	0	0.12	0	0.36	0.24	0	0	0	0	0.12	0.12	0.12	0	0	0	0	0	1.21	0	0.96	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043	0	0.693	0	0	1.335	11	195	spam	57
0.19	0.19	0.29	0	1.07	0.19	0.19	0.97	0.87	0.58	0.09	1.07	0.19	0.87	0.09	0	0	1.17	3.81	0.68	1.75	0	0.09	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0.202	0.405	0.233	0.031	4.32	49	877	spam	81
0	0	0	0	0	0	0	0	0	0	0	0	0	1.56	0	0	0	0	1.56	6.25	1.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0.754	0.188	0	5.551	119	161	spam	70
0.73	0	0.36	0	0.36	0.36	1.09	0	0	0	0	0.36	0	0	0	0.36	1.83	0.73	2.56	0	1.09	0	0.36	1.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183	0	0.427	0.061	0	4.42	192	305	spam	14
0	0	0.22	7.07	0	0	0	0.45	0	0	0	0	0	0	0	0.45	0	0	0.22	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0.22	0	0	0	0.153	0.092	0	0	0	0.03	2.47	27	425	spam	97
0	0.19	0	0	0.68	0.09	0.09	0	0.29	0.09	0.48	0.77	0.09	1.65	0	0.58	0.87	0.19	3.21	0	2.43	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.06	0.045	0	1.597	20	329	spam	44
0	0.42	0.42	0	0	0	0	0	0	0	0	0.84	0	0	0	0	0	0.84	2.95	0	2.53	0	0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0	0.6	0.3	0	4.02	82	197	spam	43
0	0.42	0.42	0	0	0	0	0	0	0	0	0.84	0	0	0	0	0	0.84	2.95	0	2.53	0	0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0	0.6	0.3	0	4.02	82	197	spam	12
0	0.4	0.4	0	0.4	0	0.4	0	0	2.4	0	0	0	0	0.4	0.8	0	0	2	0.4	2	0	0	0	0	0	0	0	0	0	0.4	0	0.4	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0.232	0	0.116	0.116	0	4.058	54	207	spam	92
0	0	0	0	0	0.63	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.613	0	1.251	12	174	spam	90
0	1.25	0	0	0	0	1.25	0	0	0	0	0	0	0	0	1.25	1.25	1.25	1.25	0	3.75	0	0	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.199	0	0	0.298	0	0	3.976	32	171	spam	7
0	0	0.79	0	0.26	0	0.26	0.26	0	0	0	1.31	0	0	0	0	0	0.26	1.58	0	0.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0.26	0	0	0.26	0	0	0	0	0	0	0	0.26	0.038	0.038	0	0.077	0	0	1.8	29	171	spam	36
0	0.7	0	0	2.83	0	0	0	0	0.7	0	0.7	0	0	0	1.41	1.41	0	7.09	0	5.67	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126	4.176	44	142	spam	7
0	0.55	0.55	0	2.22	0	0.55	0	0	0	0	0.55	0.55	0	0	0.55	3.88	0	3.88	0	1.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255	0	1.191	0.34	0	4.59	140	202	spam	45
0	0	0.72	0	0.72	0	0.72	0	0	0	0	0	0.72	0	0	0	0	0	1.45	0	1.45	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.364	0	0.729	0.121	0	7.781	32	249	spam	40
0	0	0.84	0	0.84	0	0.84	0	0	0	0	0	0.84	0	0	0	0	0	2.54	0	1.69	0	0	0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.388	0	0.776	0.129	0	10.375	168	249	spam	35
0	0	0.72	0	0.72	0	0.72	0	0	0	0	0	0.72	0	0	0	0	0	1.45	0	1.45	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.364	0	0.729	0.121	0	7.781	32	249	spam	34
0	1.22	0.81	0	0.4	0	0.81	0.4	0	0.81	0	0.4	2.04	0	0	3.27	0	1.22	0.81	0	0.4	0	2.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0	0.64	0.8	0	7.651	181	505	spam	59
0.34	0.05	0.58	0	0.63	0.17	0	0	0.75	0.23	0.34	1.27	0.34	0	0	0.58	0.05	0.17	3.01	2.61	1.5	0	0.17	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204	0	0.13	0.186	0.027	4.225	131	1107	spam	2
0.71	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2.85	0	0	2.14	0	0	0	0	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.417	0	0	3.029	12	103	spam	85
0.65	0	0	0	1.3	0	0	0	0	0	0.65	1.3	0.65	0	0	1.3	1.3	0	2.61	0	3.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65	0	0	0	0	0	0	0.515	0.103	0	2.04	12	51	spam	50
0	0	0	0	0	0	1.61	0	0	1.61	0	1.61	0	0	0	0	0	0	3.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0	0	4.941	60	84	spam	91
0	0	0	0	0.32	0	0	0.32	0.32	0.64	0	1.28	0	0	0	2.56	0.96	0	3.84	0	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098	0.049	0.492	0	0	2.184	25	166	spam	96
0	0.64	0.64	0	0.64	0	0.64	0	2.59	1.29	1.29	1.94	0	0	0	0.64	0.64	0.64	3.24	0	2.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233	0	0	1.136	4	25	spam	13
0	0	0	0	0.49	0	0.98	0	0	0	0	0.98	0	0	0	0	0.98	0	2.45	0	1.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064	0.258	0	0.645	0.064	0.064	3.552	25	135	spam	49
0.44	0	0.88	0	0.44	1.32	0	0	0	0	0	0	0	0	0	0	0	0.44	1.76	0	2.2	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222	0	0	0.444	0.37	0	2.413	16	140	spam	76
0	0	0.69	0	0.69	0	0.69	0	0	0	0	0	0.69	0	0	0	0	0	1.38	0	2.08	0	0	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0	0.701	0.116	0	8.781	34	281	spam	29
0.44	0	0.88	0	0.44	1.32	0	0	0	0	0	0	0	0	0	0	0	0.44	1.76	0	2.2	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222	0	0	0.444	0.37	0	2.413	16	140	spam	75
