custid	sex	is.employed	income	marital.stat	health.ins	housing.type	recent.move	num.vehicles	age	state.of.res
433755	F	NA	60000	Widowed	TRUE	Homeowner with mortgage/loan	FALSE	3	85	Pennsylvania
435651	F	NA	10800	Divorced/Separated	TRUE	Rented	FALSE	1	63	Pennsylvania
438304	M	FALSE	9700	Married	TRUE	Rented	FALSE	1	77	Utah
439284	F	TRUE	1100	Never Married	TRUE	Rented	FALSE	1	32	Kentucky
440475	M	TRUE	35000	Married	TRUE	Homeowner free and clear	FALSE	2	49	New Hampshire
441221	M	TRUE	93500	Never Married	TRUE	Rented	TRUE	0	25	New York
442608	M	TRUE	34000	Never Married	TRUE	Homeowner with mortgage/loan	TRUE	4	23	Kentucky
445622	F	NA	0	Never Married	TRUE	Rented	FALSE	2	48	Texas
445937	F	NA	69900	Widowed	TRUE	Rented	FALSE	1	86	Georgia
445985	M	TRUE	43000	Married	TRUE	Homeowner with mortgage/loan	FALSE	1	56	Texas
449907	M	TRUE	48000	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	42	Minnesota
450221	M	TRUE	15800	Married	FALSE	Homeowner with mortgage/loan	FALSE	2	64	Washington
450776	F	TRUE	14900	Divorced/Separated	FALSE	Rented	FALSE	1	33	Florida
456859	M	TRUE	80	Never Married	TRUE	NA	NA	NA	18	California
458094	F	NA	0	Divorced/Separated	TRUE	Rented	FALSE	1	41	Michigan
458212	M	TRUE	170000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	34	Texas
458265	M	TRUE	15000	Married	TRUE	Homeowner free and clear	FALSE	1	58	Massachusetts
459429	F	TRUE	60000	Married	TRUE	Rented	FALSE	3	38	Illinois
459910	M	NA	56300	Married	TRUE	Homeowner free and clear	FALSE	1	93	California
459959	F	NA	13300	Widowed	TRUE	NA	NA	NA	68	Virginia
460642	F	TRUE	99670	Divorced/Separated	TRUE	Rented	FALSE	1	44	Alaska
460925	F	NA	31300	Married	TRUE	Homeowner free and clear	FALSE	1	72	Michigan
461021	F	FALSE	9600	Widowed	TRUE	Rented	FALSE	2	64	Pennsylvania
461429	M	NA	12400	Married	TRUE	Rented	FALSE	2	81	West Virginia
462569	M	NA	22000	Widowed	TRUE	Homeowner free and clear	FALSE	0	89	Iowa
463808	F	TRUE	90000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	46	Texas
464082	F	NA	0	Married	FALSE	Rented	FALSE	2	26	Georgia
465818	F	FALSE	0	Married	FALSE	Homeowner with mortgage/loan	FALSE	3	33	Indiana
467335	M	TRUE	42600	Never Married	FALSE	Rented	FALSE	1	33	Nebraska
468344	F	TRUE	35000	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	2	28	North Carolina
468553	M	TRUE	40000	Never Married	TRUE	Rented	FALSE	2	32	Florida
474507	F	TRUE	3000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	52	California
478228	M	NA	98900	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	64	New York
478502	M	TRUE	90000	Married	FALSE	Rented	FALSE	1	62	Tennessee
479327	F	TRUE	6400	Divorced/Separated	TRUE	Rented	FALSE	2	37	Colorado
482611	M	TRUE	50000	Married	TRUE	Rented	TRUE	0	24	Virginia
487124	M	TRUE	2000	Married	FALSE	Rented	FALSE	2	54	Ohio
487369	F	FALSE	22000	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	1	48	Maryland
487556	M	TRUE	94700	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	55	Delaware
489718	M	NA	0	Never Married	TRUE	Rented	TRUE	0	21	New Jersey
491280	M	NA	127000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	61	Iowa
491389	F	NA	10000	Married	TRUE	Homeowner free and clear	TRUE	2	51	Illinois
491848	F	NA	16700	Widowed	TRUE	Rented	FALSE	1	84	Florida
492072	F	TRUE	80000	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	49	New Mexico
492789	F	NA	0	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	60	Massachusetts
496465	M	NA	0	Divorced/Separated	FALSE	NA	NA	NA	45	Florida
497970	F	TRUE	48000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	30	Missouri
498048	M	TRUE	95000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	60	Pennsylvania
499492	M	NA	15400	Never Married	TRUE	Homeowner free and clear	FALSE	1	54	California
499637	F	NA	12000	Never Married	TRUE	NA	NA	NA	93	Florida
499807	M	TRUE	125000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	43	Massachusetts
501259	M	TRUE	90000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	56	Oklahoma
502705	M	TRUE	70000	Married	FALSE	Rented	FALSE	4	37	Illinois
502764	F	TRUE	71000	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	1	47	Michigan
503412	M	TRUE	16000	Never Married	TRUE	NA	NA	NA	21	California
504889	M	FALSE	17300	Married	FALSE	Homeowner with mortgage/loan	FALSE	2	40	Michigan
505318	F	TRUE	26400	Divorced/Separated	TRUE	Rented	FALSE	1	36	Virginia
506042	M	TRUE	130100	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	1	51	Michigan
509386	F	NA	0	Never Married	TRUE	NA	NA	NA	85	New Jersey
510349	F	NA	23600	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	1	78	North Carolina
510555	M	TRUE	30000	Divorced/Separated	FALSE	Rented	FALSE	2	47	Texas
511732	F	NA	0	Never Married	FALSE	NA	NA	NA	32	Ohio
512594	F	TRUE	30900	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	36	California
516129	F	TRUE	48000	Never Married	FALSE	Rented	FALSE	2	45	Texas
517253	M	TRUE	141000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	60	New York
517696	F	NA	6300	Married	TRUE	Homeowner free and clear	FALSE	2	56	California
518076	F	NA	40600	Widowed	TRUE	Homeowner free and clear	FALSE	2	73	North Carolina
518899	M	TRUE	148000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	49	Nevada
519446	F	NA	19500	Divorced/Separated	TRUE	Rented	FALSE	0	70	New Jersey
520030	M	TRUE	49000	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	1	66	Kansas
520390	F	TRUE	180000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	51	South Dakota
523769	F	TRUE	42220	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	1	43	Georgia
523990	F	TRUE	90000	Never Married	TRUE	Rented	FALSE	1	31	Michigan
525942	F	NA	10400	Divorced/Separated	TRUE	Rented	FALSE	0	78	New Jersey
527928	F	TRUE	93300	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	1	43	Colorado
528994	M	NA	0	Divorced/Separated	FALSE	NA	NA	NA	44	California
532940	M	TRUE	62000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	33	Washington
532971	M	TRUE	39000	Married	TRUE	Rented	FALSE	2	33	Nebraska
535114	F	NA	0	Married	FALSE	Homeowner with mortgage/loan	TRUE	1	50	Wisconsin
536463	M	TRUE	399900	Married	TRUE	Homeowner free and clear	FALSE	2	68	Louisiana
536879	M	NA	0	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	53	California
537484	F	TRUE	28000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	51	Illinois
540956	F	TRUE	13000	Never Married	FALSE	Rented	FALSE	0	49	New York
542384	F	NA	0	Married	FALSE	Rented	FALSE	2	57	Ohio
543309	M	NA	10500	Never Married	TRUE	Rented	FALSE	0	44	New Jersey
545826	F	NA	20300	Divorced/Separated	TRUE	Rented	FALSE	0	78	Louisiana
546208	M	NA	26000	Divorced/Separated	TRUE	NA	NA	NA	40	Indiana
547258	M	FALSE	0	Married	TRUE	Rented	FALSE	2	53	Massachusetts
548303	M	NA	26700	Widowed	TRUE	Homeowner free and clear	FALSE	0	63	Illinois
549068	M	TRUE	75100	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	42	Louisiana
550733	F	TRUE	35020	Never Married	TRUE	Rented	FALSE	1	30	California
551584	M	TRUE	20000	Married	TRUE	Homeowner free and clear	TRUE	1	40	New Jersey
556935	F	TRUE	120000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	60	Hawaii
559163	M	NA	47000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	70	Michigan
559955	M	NA	0	Never Married	FALSE	NA	NA	NA	36	South Carolina
560007	F	TRUE	100030	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	2	45	Indiana
560783	F	NA	0	Never Married	TRUE	NA	NA	NA	37	Hawaii
561588	F	TRUE	60000	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	54	New York
562962	M	NA	0	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	55	Pennsylvania
565628	F	TRUE	15000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	58	Arizona
565740	F	TRUE	44200	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	3	34	Indiana
568892	F	NA	9600	Widowed	TRUE	Rented	FALSE	0	86	Louisiana
569414	F	TRUE	50600	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	1	57	Missouri
571834	F	FALSE	19200	Never Married	TRUE	Rented	FALSE	1	29	North Carolina
572341	F	TRUE	16000	Divorced/Separated	TRUE	Rented	FALSE	1	36	Alabama
573573	M	TRUE	30000	Never Married	TRUE	Rented	TRUE	2	28	South Dakota
575660	F	TRUE	28000	Never Married	FALSE	Rented	TRUE	1	24	Missouri
576799	F	TRUE	76600	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	4	47	California
578596	M	TRUE	143100	Married	TRUE	Homeowner free and clear	FALSE	4	66	Massachusetts
580304	F	TRUE	32000	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	2	52	Pennsylvania
581657	F	NA	7500	Widowed	TRUE	Homeowner free and clear	FALSE	1	83	Nebraska
583093	M	TRUE	16000	Never Married	TRUE	Rented	FALSE	2	48	Florida
583249	F	TRUE	15000	Never Married	TRUE	Rented	FALSE	2	59	Illinois
583934	F	NA	24000	Widowed	TRUE	Homeowner free and clear	FALSE	2	69	Pennsylvania
584570	M	TRUE	22000	Married	TRUE	Rented	FALSE	1	38	Washington
588705	M	NA	9600	Married	TRUE	Homeowner with mortgage/loan	FALSE	1	84	California
588711	F	FALSE	58000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	57	Arkansas
589826	F	TRUE	105000	Never Married	TRUE	Rented	FALSE	1	30	Pennsylvania
591244	M	NA	72600	Never Married	TRUE	Homeowner free and clear	FALSE	2	58	Wisconsin
592496	M	TRUE	10700	Divorced/Separated	TRUE	Rented	FALSE	1	60	Texas
595225	M	TRUE	39200	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	51	Virginia
595796	M	NA	93400	Married	TRUE	Homeowner free and clear	FALSE	2	82	Illinois
595944	F	TRUE	59500	Never Married	TRUE	Homeowner free and clear	FALSE	1	63	Georgia
596523	F	TRUE	80000	Divorced/Separated	TRUE	Rented	TRUE	1	31	Pennsylvania
597817	F	NA	12500	Widowed	TRUE	Rented	FALSE	1	80	Utah
598008	M	TRUE	388000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	51	New Jersey
601247	M	NA	93500	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	3	73	Georgia
601778	F	TRUE	10100	Widowed	FALSE	Homeowner with mortgage/loan	FALSE	1	63	New Jersey
603304	M	TRUE	382000	Married	TRUE	Rented	TRUE	2	44	Indiana
604216	M	NA	16500	Divorced/Separated	FALSE	NA	NA	NA	42	Pennsylvania
604839	M	TRUE	150000	Never Married	TRUE	Rented	FALSE	2	25	Texas
605624	F	TRUE	60000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	48	Michigan
606108	F	TRUE	66000	Never Married	TRUE	Rented	TRUE	1	45	New Jersey
606307	M	TRUE	120000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	38	Wisconsin
607766	F	TRUE	19000	Never Married	TRUE	Rented	FALSE	1	49	California
608789	M	NA	15000	Divorced/Separated	TRUE	NA	NA	NA	58	Pennsylvania
609449	F	NA	53010	Widowed	TRUE	Homeowner free and clear	FALSE	2	83	Indiana
612775	M	TRUE	150000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	34	Texas
612779	F	TRUE	382000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	49	Louisiana
613391	M	TRUE	6000	Married	TRUE	Rented	TRUE	2	23	Ohio
616498	M	TRUE	30000	Never Married	FALSE	Rented	FALSE	4	52	Vermont
618036	M	FALSE	38200	Never Married	FALSE	Rented	FALSE	2	41	Wisconsin
618059	F	NA	15800	Widowed	TRUE	Occupied with no rent	FALSE	2	89	South Carolina
618500	F	TRUE	8450	Married	TRUE	Rented	TRUE	3	64	Pennsylvania
620116	F	TRUE	28000	Married	TRUE	Rented	TRUE	2	26	Alabama
620452	M	FALSE	17000	Married	FALSE	Homeowner with mortgage/loan	FALSE	1	46	Ohio
622713	F	TRUE	40000	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	4	44	Pennsylvania
624593	M	TRUE	285000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	54	Illinois
628305	M	NA	24400	Married	TRUE	NA	NA	NA	93	California
634710	F	TRUE	5000	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	2	54	Minnesota
635515	F	TRUE	120000	Divorced/Separated	TRUE	Rented	FALSE	1	51	California
635574	M	TRUE	70000	Never Married	TRUE	Rented	FALSE	2	32	Indiana
638458	F	NA	8000	Never Married	FALSE	Rented	FALSE	0	43	Virginia
638760	M	FALSE	20000	Married	FALSE	Homeowner free and clear	FALSE	1	33	Pennsylvania
642727	F	TRUE	48000	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	1	58	Illinois
643754	M	TRUE	70000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	54	New Jersey
645268	M	TRUE	29000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	88	Washington
646061	F	NA	11500	Widowed	TRUE	Rented	FALSE	2	54	Montana
646808	M	TRUE	36000	Married	TRUE	Rented	FALSE	0	40	New Jersey
647206	M	TRUE	65000	Married	FALSE	Homeowner with mortgage/loan	FALSE	4	47	Florida
648220	M	TRUE	20000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	51	Ohio
649827	F	NA	5500	Married	TRUE	NA	NA	NA	89	New York
650803	M	TRUE	61000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	40	Massachusetts
650961	F	TRUE	60000	Never Married	TRUE	Rented	FALSE	1	38	California
655940	F	TRUE	35780	Widowed	TRUE	Homeowner with mortgage/loan	FALSE	2	62	Florida
661353	F	NA	180704	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	64	Illinois
665669	F	TRUE	38000	Never Married	TRUE	Rented	FALSE	4	33	Pennsylvania
667156	F	TRUE	40000	Married	TRUE	Rented	TRUE	1	46	New York
668199	M	TRUE	160000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	45	Colorado
668750	F	NA	1200	Never Married	FALSE	NA	NA	NA	24	Texas
668777	M	NA	0	Never Married	FALSE	NA	NA	NA	33	Wisconsin
673010	M	TRUE	63000	Married	TRUE	Rented	TRUE	1	46	Illinois
674271	M	FALSE	0	Married	TRUE	Rented	TRUE	1	54	Massachusetts
679084	M	NA	29200	Married	TRUE	Homeowner with mortgage/loan	FALSE	1	88	Minnesota
679364	F	FALSE	22800	Married	TRUE	Homeowner free and clear	FALSE	2	55	California
680475	M	TRUE	2000	Never Married	TRUE	NA	NA	NA	21	Ohio
680503	M	TRUE	110010	Never Married	TRUE	Rented	FALSE	1	33	New Jersey
682848	F	TRUE	59000	Widowed	TRUE	Rented	FALSE	0	58	Oregon
683320	F	TRUE	70200	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	32	Pennsylvania
683867	M	TRUE	82000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	62	Oklahoma
684640	M	TRUE	18200	Divorced/Separated	TRUE	Rented	FALSE	1	70	Maryland
684701	M	NA	12600	Widowed	FALSE	Homeowner with mortgage/loan	FALSE	3	63	Iowa
685624	M	TRUE	16000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	45	California
685994	F	TRUE	21100	Married	FALSE	Homeowner free and clear	FALSE	2	63	Maryland
688580	M	TRUE	48000	Married	TRUE	Rented	TRUE	2	22	Florida
688736	F	NA	0	Married	TRUE	Rented	FALSE	2	34	Iowa
692445	M	TRUE	140000	Married	TRUE	Homeowner with mortgage/loan	FALSE	5	48	Illinois
693235	M	TRUE	36200	Married	TRUE	Homeowner free and clear	FALSE	2	43	Michigan
693571	F	NA	0	Married	FALSE	Homeowner with mortgage/loan	FALSE	2	44	Michigan
696895	M	TRUE	30000	Married	FALSE	Homeowner with mortgage/loan	FALSE	2	44	Tennessee
699499	M	TRUE	65000	Never Married	TRUE	Rented	FALSE	2	29	North Carolina
702348	F	NA	3000	Married	TRUE	Rented	TRUE	4	20	Texas
702740	M	TRUE	104000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	35	New York
705752	F	TRUE	34300	Widowed	TRUE	Rented	FALSE	1	71	Massachusetts
706135	M	TRUE	120000	Married	TRUE	Homeowner free and clear	FALSE	2	41	South Carolina
711954	F	TRUE	103500	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	44	Pennsylvania
712409	M	TRUE	35000	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	41	California
714135	F	TRUE	56200	Never Married	TRUE	Rented	FALSE	1	40	New Mexico
715902	F	TRUE	160000	Married	TRUE	Rented	FALSE	4	51	New York
716518	M	TRUE	35050	Married	FALSE	Homeowner with mortgage/loan	FALSE	3	44	New York
716521	M	TRUE	16100	Married	FALSE	Rented	FALSE	2	62	Louisiana
719883	M	TRUE	21600	Never Married	FALSE	Rented	FALSE	1	30	Illinois
721921	M	TRUE	32000	Married	TRUE	Rented	FALSE	3	39	Illinois
723040	M	TRUE	120190	Married	TRUE	Homeowner free and clear	FALSE	2	54	New York
724575	F	TRUE	100200	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	1	56	Massachusetts
726057	F	TRUE	53000	Married	TRUE	Rented	TRUE	5	52	California
728498	M	TRUE	120000	Married	TRUE	Homeowner with mortgage/loan	FALSE	1	52	South Carolina
733069	F	NA	48400	Married	TRUE	Homeowner free and clear	TRUE	1	45	Michigan
733279	M	TRUE	9600	Married	FALSE	Rented	FALSE	0	52	Ohio
733457	F	NA	10000	Divorced/Separated	TRUE	Rented	FALSE	0	86	Texas
735845	M	TRUE	54000	Married	TRUE	Homeowner free and clear	FALSE	1	76	California
737283	M	NA	0	Married	FALSE	Homeowner with mortgage/loan	FALSE	2	61	Michigan
739344	M	NA	127500	Widowed	TRUE	Homeowner free and clear	FALSE	5	75	Kentucky
739654	M	TRUE	45600	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	50	Pennsylvania
743329	M	TRUE	100600	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	39	Michigan
743605	F	TRUE	23400	Never Married	TRUE	Rented	FALSE	2	28	Pennsylvania
748153	F	TRUE	34200	Divorced/Separated	TRUE	Homeowner free and clear	FALSE	1	58	New York
750282	M	NA	8900	Married	TRUE	Occupied with no rent	FALSE	1	89	Pennsylvania
752338	M	TRUE	285000	Divorced/Separated	FALSE	Rented	FALSE	2	34	California
755587	M	TRUE	38080	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	55	Pennsylvania
756099	M	TRUE	70504	Married	TRUE	Homeowner with mortgage/loan	FALSE	1	62	Wisconsin
756667	F	TRUE	6300	Married	TRUE	Rented	TRUE	2	45	Pennsylvania
756752	M	TRUE	17300	Never Married	FALSE	Rented	TRUE	2	29	Pennsylvania
756892	M	NA	53000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	68	Kentucky
757404	M	TRUE	22000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	35	West Virginia
761350	M	TRUE	79100	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	50	New Jersey
761380	M	TRUE	71800	Married	TRUE	Rented	TRUE	2	34	Pennsylvania
761424	M	TRUE	90000	Married	TRUE	Homeowner free and clear	FALSE	2	39	Washington
763255	M	TRUE	18000	Never Married	TRUE	Rented	TRUE	1	23	Minnesota
766390	M	NA	2100	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	2	86	Florida
768162	M	TRUE	190000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	57	California
773461	F	TRUE	100000	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	52	California
773582	F	NA	27200	Widowed	TRUE	Homeowner free and clear	FALSE	2	74	California
774920	M	TRUE	71000	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	4	43	Virginia
776005	F	TRUE	5500	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	3	48	California
776265	F	TRUE	110000	Never Married	TRUE	Homeowner free and clear	FALSE	3	49	Michigan
776471	M	NA	39900	Married	TRUE	Homeowner with mortgage/loan	FALSE	1	64	Michigan
778092	M	TRUE	60000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	38	New York
778821	M	NA	23500	Widowed	TRUE	Homeowner free and clear	FALSE	2	79	Washington
779164	M	TRUE	45000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	32	California
782988	M	TRUE	110000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	53	Ohio
786358	M	TRUE	60000	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	56	Illinois
789913	M	TRUE	30300	Married	TRUE	Rented	FALSE	2	68	California
792130	F	NA	30000	Never Married	TRUE	Homeowner free and clear	FALSE	1	72	Wisconsin
795198	F	FALSE	23800	Married	TRUE	Rented	FALSE	2	31	Florida
799074	F	NA	56500	Married	TRUE	Homeowner free and clear	FALSE	3	74	Alabama
799565	M	NA	1600	Never Married	FALSE	NA	NA	NA	23	Pennsylvania
800960	M	NA	258000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	68	Florida
801018	F	NA	45000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	64	South Carolina
805224	F	TRUE	56000	Never Married	TRUE	Rented	TRUE	1	33	North Carolina
805571	M	TRUE	100000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	41	Wisconsin
809267	M	TRUE	91500	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	62	Illinois
811443	F	TRUE	10200	Never Married	FALSE	Homeowner with mortgage/loan	FALSE	1	26	Colorado
814516	F	TRUE	36000	Divorced/Separated	TRUE	Rented	TRUE	1	27	Wisconsin
814627	M	TRUE	38000	Never Married	TRUE	Rented	FALSE	0	24	Michigan
816773	M	TRUE	200000	Married	TRUE	Rented	TRUE	2	50	Michigan
816872	M	NA	41000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	72	Wisconsin
818228	M	NA	25750	Widowed	TRUE	Homeowner with mortgage/loan	FALSE	2	73	Wisconsin
819436	F	NA	56800	Widowed	TRUE	Homeowner with mortgage/loan	FALSE	1	81	Pennsylvania
819585	M	TRUE	36000	Never Married	FALSE	Rented	FALSE	3	38	North Carolina
820384	M	TRUE	165050	Married	TRUE	Rented	FALSE	2	43	Missouri
821107	F	TRUE	53900	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	68	Florida
821682	M	TRUE	40000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	62	Illinois
822729	M	NA	62130	Married	TRUE	Homeowner free and clear	FALSE	2	67	Ohio
823146	F	NA	70000	Widowed	TRUE	Homeowner with mortgage/loan	FALSE	1	81	Pennsylvania
824378	F	NA	48000	Widowed	TRUE	Homeowner free and clear	FALSE	1	75	Missouri
825129	M	TRUE	60000	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	46	California
825790	F	TRUE	42300	Married	TRUE	Homeowner free and clear	TRUE	1	39	Arkansas
828208	M	TRUE	439400	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	69	New York
829195	M	FALSE	3030	Married	TRUE	Homeowner with mortgage/loan	FALSE	1	55	Ohio
829722	F	NA	29000	Widowed	TRUE	Homeowner free and clear	FALSE	0	78	Tennessee
830245	M	TRUE	120300	Married	TRUE	Homeowner with mortgage/loan	FALSE	1	48	Ohio
830758	F	TRUE	4390	Never Married	FALSE	Rented	TRUE	1	24	Michigan
831497	M	TRUE	95000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	47	Illinois
832435	M	TRUE	55001	Married	TRUE	Homeowner free and clear	FALSE	3	48	New York
832866	M	NA	6000	Divorced/Separated	FALSE	Homeowner with mortgage/loan	FALSE	2	57	Wisconsin
832949	M	TRUE	54000	Divorced/Separated	TRUE	Rented	FALSE	1	42	Kentucky
833321	M	FALSE	30900	Never Married	FALSE	Homeowner with mortgage/loan	FALSE	2	51	Michigan
835830	F	TRUE	51000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	41	Washington
837381	M	TRUE	10800	Never Married	TRUE	NA	NA	NA	20	Virginia
841342	M	TRUE	85050	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	62	Texas
843811	F	TRUE	40000	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	1	146.680196558591	Indiana
844007	M	NA	0	Married	FALSE	NA	NA	NA	46	California
845421	F	FALSE	4300	Married	TRUE	Rented	FALSE	0	27	Ohio
846713	M	NA	250	Never Married	TRUE	NA	NA	NA	45	Florida
847156	M	TRUE	72000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	52	Colorado
847699	M	TRUE	26300	Never Married	TRUE	Homeowner with mortgage/loan	TRUE	4	26	New York
848521	M	TRUE	18300	Married	FALSE	Rented	FALSE	3	44	California
851013	M	TRUE	85200	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	63	Massachusetts
851287	M	NA	12801	Widowed	TRUE	Homeowner with mortgage/loan	FALSE	2	65	Colorado
851744	F	TRUE	55000	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	2	24	Michigan
855914	F	FALSE	8400	Married	TRUE	Rented	FALSE	0	31	Connecticut
856222	F	TRUE	70200	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	1	55	Hawaii
857482	F	TRUE	43000	Divorced/Separated	FALSE	Homeowner with mortgage/loan	FALSE	1	63	Washington
857511	F	TRUE	30	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	54	Illinois
860763	M	TRUE	66000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	49	Michigan
861046	F	TRUE	68000	Married	TRUE	Rented	TRUE	2	29	Pennsylvania
861489	F	FALSE	17000	Divorced/Separated	FALSE	Homeowner with mortgage/loan	FALSE	1	56	New Jersey
862412	M	TRUE	120000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	75	Pennsylvania
863276	F	FALSE	19000	Married	TRUE	Rented	FALSE	1	46	Wisconsin
863391	M	TRUE	17000	Married	TRUE	Rented	FALSE	2	20	Alabama
863424	F	TRUE	62000	Never Married	TRUE	Rented	FALSE	1	42	Illinois
863443	F	TRUE	9000	Never Married	FALSE	Rented	FALSE	2	48	New York
864947	F	NA	22700	Divorced/Separated	TRUE	Homeowner free and clear	FALSE	1	67	Arizona
867842	F	NA	27400	Widowed	TRUE	Homeowner free and clear	FALSE	1	75	Pennsylvania
868481	M	TRUE	30000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	36	Missouri
869997	M	TRUE	62000	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	1	28	Pennsylvania
870169	M	TRUE	30000	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	1	36	Kentucky
870909	F	NA	4000	Married	TRUE	Homeowner free and clear	FALSE	2	57	Massachusetts
