left daughter	right daughter	split var	split point	status	prediction	nodeid	treeid
0	0	NA	0	-1	0	41	17
0	0	NA	0	-1	0	42	17
66	67	avg.disc.length6	26.5	1	NA	43	17
68	69	number.total.disc0	17.5	1	NA	44	17
0	0	NA	0	-1	0	45	17
70	71	num.displays6	160964.5	1	NA	46	17
0	0	NA	0	-1	1	47	17
72	73	num.displays7	305.5	1	NA	48	17
74	75	attention.level.author4	0.00524	1	NA	49	17
76	77	atomic.containers1	254.5	1	NA	50	17
0	0	NA	0	-1	1	51	17
0	0	NA	0	-1	0	52	17
0	0	NA	0	-1	1	53	17
78	79	attention.level.contrib6	0.0004845	1	NA	54	17
80	81	atomic.containers4	7	1	NA	55	17
0	0	NA	0	-1	0	56	17
0	0	NA	0	-1	0	57	17
82	83	attention.level.contrib2	2.35e-05	1	NA	58	17
0	0	NA	0	-1	0	59	17
84	85	attention.level.contrib5	0.001187	1	NA	60	17
0	0	NA	0	-1	1	61	17
86	87	avg.disc.length4	48.799999	1	NA	62	17
88	89	contribution.sparseness4	0.023778	1	NA	63	17
90	91	num.displays0	3435	1	NA	64	17
0	0	NA	0	-1	0	65	17
92	93	attention.level.contrib7	0.0005545	1	NA	66	17
94	95	burstiness2	0.3582885	1	NA	67	17
96	97	num.displays7	3302.5	1	NA	68	17
0	0	NA	0	-1	0	69	17
98	99	num.displays7	123707	1	NA	70	17
0	0	NA	0	-1	0	71	17
100	101	attention.level.contrib1	0.0001225	1	NA	72	17
102	103	num.displays3	72	1	NA	73	17
104	105	auth.increase7	12.5	1	NA	74	17
0	0	NA	0	-1	1	75	17
106	107	num.displays0	1312	1	NA	76	17
0	0	NA	0	-1	1	77	17
108	109	avg.auths.per.disc4	6.8333335	1	NA	78	17
110	111	avg.disc.length1	6.5	1	NA	79	17
0	0	NA	0	-1	1	80	17
0	0	NA	0	-1	0	81	17
112	113	avg.auths.per.disc7	13.25	1	NA	82	17
0	0	NA	0	-1	0	83	17
114	115	num.displays6	3452	1	NA	84	17
0	0	NA	0	-1	0	85	17
116	117	num.new.disc1	1.5	1	NA	86	17
0	0	NA	0	-1	1	87	17
118	119	contribution.sparseness4	0.0159365	1	NA	88	17
0	0	NA	0	-1	0	89	17
120	121	num.displays5	3332.5	1	NA	90	17
122	123	num.displays2	2380.5	1	NA	91	17
0	0	NA	0	-1	0	92	17
124	125	avg.auths.per.disc7	2.4807695	1	NA	93	17
0	0	NA	0	-1	1	94	17
126	127	num.displays4	3921.5	1	NA	95	17
0	0	NA	0	-1	0	96	17
128	129	number.total.disc1	3.5	1	NA	97	17
130	131	atomic.containers1	15.5	1	NA	98	17
0	0	NA	0	-1	1	99	17
0	0	NA	0	-1	0	100	17
132	133	contribution.sparseness1	0.0102305	1	NA	101	17
0	0	NA	0	-1	0	102	17
134	135	auth.increase7	7.5	1	NA	103	17
136	137	atomic.containers0	21	1	NA	104	17
0	0	NA	0	-1	1	105	17
138	139	avg.disc.length4	135	1	NA	106	17
140	141	avg.auths.per.disc4	30.25	1	NA	107	17
142	143	num.displays6	1749.5	1	NA	108	17
0	0	NA	0	-1	1	109	17
144	145	auth.increase5	8.5	1	NA	110	17
146	147	contribution.sparseness4	0.0084975	1	NA	111	17
148	149	number.total.disc6	4	1	NA	112	17
0	0	NA	0	-1	1	113	17
150	151	avg.disc.length7	45	1	NA	114	17
0	0	NA	0	-1	1	115	17
152	153	avg.auths.per.disc6	13.4166665	1	NA	116	17
0	0	NA	0	-1	0	117	17
154	155	avg.auths.per.disc2	7.8333335	1	NA	118	17
0	0	NA	0	-1	1	119	17
0	0	NA	0	-1	0	120	17
0	0	NA	0	-1	1	121	17
0	0	NA	0	-1	0	122	17
156	157	num.new.disc4	1.5	1	NA	123	17
158	159	attention.level.contrib4	0.0002135	1	NA	124	17
160	161	auth.increase0	13	1	NA	125	17
0	0	NA	0	-1	1	126	17
162	163	attention.level.author1	0.0224475	1	NA	127	17
164	165	attention.level.contrib4	0.0069305	1	NA	128	17
166	167	attention.level.author1	0.002484	1	NA	129	17
0	0	NA	0	-1	0	130	17
168	169	attention.level.author4	0.007766	1	NA	131	17
0	0	NA	0	-1	1	132	17
0	0	NA	0	-1	0	133	17
170	171	burstiness7	0.9761905	1	NA	134	17
0	0	NA	0	-1	0	135	17
172	173	avg.auths.per.disc3	39	1	NA	136	17
0	0	NA	0	-1	0	137	17
174	175	number.total.disc6	1.5	1	NA	138	17
0	0	NA	0	-1	0	139	17
176	177	contribution.sparseness6	0.024815	1	NA	140	17
0	0	NA	0	-1	1	141	17
178	179	atomic.containers7	3.5	1	NA	142	17
180	181	contribution.sparseness2	0.009039	1	NA	143	17
0	0	NA	0	-1	0	144	17
0	0	NA	0	-1	1	145	17
0	0	NA	0	-1	0	146	17
0	0	NA	0	-1	0	147	17
0	0	NA	0	-1	0	148	17
0	0	NA	0	-1	1	149	17
182	183	atomic.containers6	0.5	1	NA	150	17
0	0	NA	0	-1	0	151	17
184	185	contribution.sparseness0	0.003352	1	NA	152	17
0	0	NA	0	-1	0	153	17
186	187	attention.level.author2	0.00403	1	NA	154	17
188	189	contribution.sparseness1	0.006597	1	NA	155	17
190	191	num.authors.topic4	6.5	1	NA	156	17
0	0	NA	0	-1	1	157	17
0	0	NA	0	-1	0	158	17
192	193	atomic.containers7	161	1	NA	159	17
194	195	atomic.containers2	32.5	1	NA	160	17
0	0	NA	0	-1	0	161	17
196	197	atomic.containers4	71.5	1	NA	162	17
0	0	NA	0	-1	1	163	17
198	199	contribution.sparseness7	0.0275325	1	NA	164	17
0	0	NA	0	-1	1	165	17
0	0	NA	0	-1	0	166	17
0	0	NA	0	-1	1	167	17
0	0	NA	0	-1	1	168	17
0	0	NA	0	-1	1	169	17
0	0	NA	0	-1	0	170	17
0	0	NA	0	-1	0	171	17
0	0	NA	0	-1	0	172	17
0	0	NA	0	-1	1	173	17
0	0	NA	0	-1	0	174	17
0	0	NA	0	-1	0	175	17
0	0	NA	0	-1	0	176	17
0	0	NA	0	-1	1	177	17
0	0	NA	0	-1	0	178	17
0	0	NA	0	-1	0	179	17
0	0	NA	0	-1	0	180	17
0	0	NA	0	-1	0	181	17
0	0	NA	0	-1	1	182	17
0	0	NA	0	-1	1	183	17
0	0	NA	0	-1	1	184	17
0	0	NA	0	-1	0	185	17
0	0	NA	0	-1	0	186	17
0	0	NA	0	-1	1	187	17
0	0	NA	0	-1	1	188	17
0	0	NA	0	-1	0	189	17
0	0	NA	0	-1	1	190	17
0	0	NA	0	-1	1	191	17
0	0	NA	0	-1	1	192	17
0	0	NA	0	-1	1	193	17
0	0	NA	0	-1	1	194	17
0	0	NA	0	-1	1	195	17
0	0	NA	0	-1	0	196	17
0	0	NA	0	-1	0	197	17
0	0	NA	0	-1	1	198	17
0	0	NA	0	-1	1	199	17
2	3	num.displays6	2060	1	NA	1	18
4	5	num.displays6	1337.5	1	NA	2	18
6	7	num.displays4	2356	1	NA	3	18
8	9	attention.level.author7	0.0127085	1	NA	4	18
10	11	num.displays7	1621	1	NA	5	18
12	13	contribution.sparseness7	0.036867	1	NA	6	18
14	15	num.displays1	3109.5	1	NA	7	18
16	17	num.new.disc1	1.5	1	NA	8	18
0	0	NA	0	-1	1	9	18
18	19	attention.level.contrib1	0.000313	1	NA	10	18
20	21	avg.auths.per.disc4	21.166667	1	NA	11	18
22	23	num.displays6	2940.5	1	NA	12	18
0	0	NA	0	-1	1	13	18
24	25	num.displays7	3948.5	1	NA	14	18
26	27	attention.level.author5	0.0114035	1	NA	15	18
28	29	num.displays1	418.5	1	NA	16	18
30	31	num.displays1	1289	1	NA	17	18
32	33	avg.disc.length4	117.5	1	NA	18	18
34	35	atomic.containers3	1.5	1	NA	19	18
36	37	contribution.sparseness2	0.020816	1	NA	20	18
0	0	NA	0	-1	1	21	18
38	39	num.displays6	2144.5	1	NA	22	18
40	41	num.displays6	3908	1	NA	23	18
42	43	avg.disc.length4	17.6111105	1	NA	24	18
44	45	attention.level.author2	0.0005475	1	NA	25	18
46	47	num.displays6	37769.5	1	NA	26	18
48	49	avg.auths.per.disc3	34.374999	1	NA	27	18
50	51	avg.auths.per.disc0	22.5	1	NA	28	18
52	53	auth.increase1	11.5	1	NA	29	18
54	55	contribution.sparseness1	0.033673	1	NA	30	18
0	0	NA	0	-1	1	31	18
56	57	number.total.disc4	0.5	1	NA	32	18
0	0	NA	0	-1	1	33	18
0	0	NA	0	-1	1	34	18
58	59	contribution.sparseness1	0.105476	1	NA	35	18
60	61	avg.disc.length1	26.5	1	NA	36	18
0	0	NA	0	-1	1	37	18
0	0	NA	0	-1	1	38	18
62	63	num.displays1	2489	1	NA	39	18
64	65	num.displays5	2555	1	NA	40	18
0	0	NA	0	-1	0	41	18
66	67	avg.disc.length1	2	1	NA	42	18
68	69	avg.auths.per.disc1	15.75	1	NA	43	18
0	0	NA	0	-1	1	44	18
70	71	contribution.sparseness3	0.0029175	1	NA	45	18
72	73	num.displays4	11318.5	1	NA	46	18
0	0	NA	0	-1	0	47	18
74	75	atomic.containers0	668.5	1	NA	48	18
0	0	NA	0	-1	0	49	18
76	77	auth.increase2	12.5	1	NA	50	18
78	79	num.displays7	515	1	NA	51	18
80	81	avg.disc.length5	110.5	1	NA	52	18
0	0	NA	0	-1	1	53	18
0	0	NA	0	-1	0	54	18
0	0	NA	0	-1	0	55	18
82	83	avg.disc.length6	23.5	1	NA	56	18
0	0	NA	0	-1	0	57	18
84	85	contribution.sparseness1	0.0346575	1	NA	58	18
0	0	NA	0	-1	1	59	18
86	87	atomic.containers7	6.5	1	NA	60	18
88	89	num.authors.topic5	10.5	1	NA	61	18
90	91	avg.disc.length0	54.25	1	NA	62	18
0	0	NA	0	-1	1	63	18
92	93	attention.level.contrib7	0.0060985	1	NA	64	18
0	0	NA	0	-1	0	65	18
94	95	avg.auths.per.disc6	39.5	1	NA	66	18
96	97	num.new.disc2	1.5	1	NA	67	18
98	99	num.displays3	5119	1	NA	68	18
0	0	NA	0	-1	1	69	18
0	0	NA	0	-1	1	70	18
0	0	NA	0	-1	1	71	18
100	101	attention.level.contrib5	0.0085285	1	NA	72	18
102	103	auth.increase6	1.5	1	NA	73	18
104	105	num.displays7	122968	1	NA	74	18
106	107	avg.disc.length6	25.5688495	1	NA	75	18
108	109	burstiness1	0.75	1	NA	76	18
0	0	NA	0	-1	0	77	18
0	0	NA	0	-1	0	78	18
0	0	NA	0	-1	0	79	18
110	111	num.displays2	357.5	1	NA	80	18
0	0	NA	0	-1	0	81	18
0	0	NA	0	-1	0	82	18
0	0	NA	0	-1	1	83	18
0	0	NA	0	-1	0	84	18
0	0	NA	0	-1	0	85	18
112	113	num.displays6	1999	1	NA	86	18
114	115	avg.disc.length7	47.5	1	NA	87	18
116	117	num.displays3	1740.5	1	NA	88	18
0	0	NA	0	-1	1	89	18
118	119	burstiness4	0.2916665	1	NA	90	18
0	0	NA	0	-1	1	91	18
120	121	num.authors.topic3	1.5	1	NA	92	18
0	0	NA	0	-1	0	93	18
122	123	num.displays6	3298	1	NA	94	18
0	0	NA	0	-1	0	95	18
124	125	atomic.containers7	3.5	1	NA	96	18
0	0	NA	0	-1	0	97	18
126	127	num.displays5	2558.5	1	NA	98	18
0	0	NA	0	-1	0	99	18
128	129	burstiness6	0.8166665	1	NA	100	18
130	131	attention.level.author1	0.007028	1	NA	101	18
0	0	NA	0	-1	0	102	18
132	133	contribution.sparseness1	0.0050985	1	NA	103	18
134	135	num.displays7	5617	1	NA	104	18
0	0	NA	0	-1	1	105	18
136	137	avg.auths.per.disc6	3.4223985	1	NA	106	18
0	0	NA	0	-1	0	107	18
138	139	contribution.sparseness6	0.0020835	1	NA	108	18
140	141	atomic.containers1	2.5	1	NA	109	18
142	143	auth.increase4	3.5	1	NA	110	18
144	145	num.displays3	589	1	NA	111	18
146	147	num.displays3	1078.5	1	NA	112	18
0	0	NA	0	-1	0	113	18
148	149	attention.level.author3	0.0037015	1	NA	114	18
0	0	NA	0	-1	0	115	18
150	151	num.authors.topic2	5	1	NA	116	18
0	0	NA	0	-1	1	117	18
152	153	num.displays2	1229	1	NA	118	18
154	155	avg.auths.per.disc1	0.5	1	NA	119	18
0	0	NA	0	-1	1	120	18
0	0	NA	0	-1	1	121	18
156	157	number.total.disc7	1.5	1	NA	122	18
0	0	NA	0	-1	1	123	18
0	0	NA	0	-1	0	124	18
0	0	NA	0	-1	1	125	18
0	0	NA	0	-1	1	126	18
158	159	attention.level.author4	0.0028445	1	NA	127	18
160	161	num.displays7	3258.5	1	NA	128	18
162	163	contribution.sparseness6	0.0081415	1	NA	129	18
0	0	NA	0	-1	0	130	18
0	0	NA	0	-1	1	131	18
164	165	auth.increase2	9.5	1	NA	132	18
166	167	auth.increase4	4.5	1	NA	133	18
0	0	NA	0	-1	1	134	18
168	169	num.displays6	136365	1	NA	135	18
0	0	NA	0	-1	0	136	18
170	171	attention.level.contrib6	0.060648	1	NA	137	18
172	173	num.authors.topic7	9.5	1	NA	138	18
0	0	NA	0	-1	0	139	18
0	0	NA	0	-1	0	140	18
0	0	NA	0	-1	0	141	18
174	175	number.total.disc0	0.5	1	NA	142	18
0	0	NA	0	-1	1	143	18
176	177	num.displays5	862	1	NA	144	18
178	179	atomic.containers6	3.5	1	NA	145	18
0	0	NA	0	-1	1	146	18
180	181	avg.auths.per.disc7	2.5	1	NA	147	18
182	183	burstiness5	0.1833335	1	NA	148	18
0	0	NA	0	-1	1	149	18
184	185	atomic.containers0	35	1	NA	150	18
0	0	NA	0	-1	1	151	18
0	0	NA	0	-1	1	152	18
186	187	atomic.containers7	75	1	NA	153	18
0	0	NA	0	-1	1	154	18
188	189	auth.increase5	4.5	1	NA	155	18
0	0	NA	0	-1	1	156	18
0	0	NA	0	-1	1	157	18
190	191	avg.disc.length6	52.25	1	NA	158	18
0	0	NA	0	-1	1	159	18
0	0	NA	0	-1	0	160	18
192	193	contribution.sparseness7	0.0521785	1	NA	161	18
194	195	contribution.sparseness7	0.011798	1	NA	162	18
0	0	NA	0	-1	0	163	18
196	197	burstiness0	0.5727275	1	NA	164	18
0	0	NA	0	-1	0	165	18
0	0	NA	0	-1	0	166	18
198	199	avg.auths.per.disc4	3.327451	1	NA	167	18
0	0	NA	0	-1	1	168	18
0	0	NA	0	-1	0	169	18
0	0	NA	0	-1	1	170	18
0	0	NA	0	-1	1	171	18
0	0	NA	0	-1	0	172	18
0	0	NA	0	-1	0	173	18
0	0	NA	0	-1	0	174	18
0	0	NA	0	-1	0	175	18
0	0	NA	0	-1	0	176	18
0	0	NA	0	-1	0	177	18
0	0	NA	0	-1	0	178	18
0	0	NA	0	-1	0	179	18
0	0	NA	0	-1	0	180	18
0	0	NA	0	-1	1	181	18
0	0	NA	0	-1	0	182	18
0	0	NA	0	-1	0	183	18
0	0	NA	0	-1	0	184	18
0	0	NA	0	-1	0	185	18
0	0	NA	0	-1	0	186	18
0	0	NA	0	-1	1	187	18
0	0	NA	0	-1	0	188	18
0	0	NA	0	-1	1	189	18
0	0	NA	0	-1	0	190	18
0	0	NA	0	-1	1	191	18
0	0	NA	0	-1	1	192	18
0	0	NA	0	-1	0	193	18
0	0	NA	0	-1	1	194	18
0	0	NA	0	-1	0	195	18
0	0	NA	0	-1	1	196	18
0	0	NA	0	-1	1	197	18
0	0	NA	0	-1	0	198	18
0	0	NA	0	-1	1	199	18
2	3	number.total.disc7	2.5	1	NA	1	19
4	5	num.displays6	2060	1	NA	2	19
6	7	num.displays1	2315.5	1	NA	3	19
8	9	avg.auths.per.disc0	3.75	1	NA	4	19
10	11	burstiness6	0.7333335	1	NA	5	19
12	13	num.displays5	1224	1	NA	6	19
14	15	auth.increase4	4.5	1	NA	7	19
16	17	attention.level.author4	0.0012505	1	NA	8	19
18	19	num.displays4	887.5	1	NA	9	19
20	21	num.displays5	3176	1	NA	10	19
22	23	number.total.disc3	1.5	1	NA	11	19
24	25	attention.level.contrib6	0.012761	1	NA	12	19
26	27	atomic.containers7	181.5	1	NA	13	19
28	29	number.total.disc2	8.5	1	NA	14	19
30	31	num.displays7	3348	1	NA	15	19
32	33	num.displays4	909.5	1	NA	16	19
34	35	num.displays3	589	1	NA	17	19
36	37	num.displays7	993	1	NA	18	19
38	39	avg.disc.length0	27.5	1	NA	19	19
40	41	avg.auths.per.disc4	5.5833335	1	NA	20	19
42	43	num.displays2	2393.5	1	NA	21	19
44	45	avg.auths.per.disc3	4.5	1	NA	22	19
46	47	avg.disc.length3	16.583333	1	NA	23	19
48	49	avg.auths.per.disc7	7.342857	1	NA	24	19
0	0	NA	0	-1	1	25	19
50	51	avg.auths.per.disc1	1.8333335	1	NA	26	19
0	0	NA	0	-1	1	27	19
52	53	num.displays3	15842	1	NA	28	19
54	55	attention.level.contrib2	0.0059175	1	NA	29	19
0	0	NA	0	-1	0	30	19
56	57	attention.level.author1	0.0136155	1	NA	31	19
58	59	num.displays7	1617	1	NA	32	19
60	61	num.displays6	1321	1	NA	33	19
62	63	num.displays7	1952.5	1	NA	34	19
64	65	num.displays1	1713.5	1	NA	35	19
66	67	attention.level.author0	0.0119805	1	NA	36	19
68	69	contribution.sparseness0	0.050706	1	NA	37	19
70	71	num.new.disc5	1.5	1	NA	38	19
72	73	auth.increase1	7.5	1	NA	39	19
74	75	auth.increase0	2.5	1	NA	40	19
76	77	attention.level.contrib1	0.0019295	1	NA	41	19
0	0	NA	0	-1	0	42	19
78	79	atomic.containers5	54.5	1	NA	43	19
80	81	attention.level.author1	0.001533	1	NA	44	19
0	0	NA	0	-1	1	45	19
0	0	NA	0	-1	1	46	19
82	83	contribution.sparseness6	0.001813	1	NA	47	19
84	85	num.authors.topic1	7.5	1	NA	48	19
86	87	auth.increase7	15.5	1	NA	49	19
88	89	num.displays0	2968.5	1	NA	50	19
90	91	attention.level.contrib7	0.0014195	1	NA	51	19
92	93	num.displays7	2675.5	1	NA	52	19
0	0	NA	0	-1	0	53	19
0	0	NA	0	-1	0	54	19
0	0	NA	0	-1	1	55	19
94	95	num.authors.topic6	21.5	1	NA	56	19
96	97	num.displays3	51072	1	NA	57	19
98	99	attention.level.author0	0.003409	1	NA	58	19
0	0	NA	0	-1	0	59	19
100	101	num.displays3	514.5	1	NA	60	19
102	103	num.authors.topic7	3.5	1	NA	61	19
0	0	NA	0	-1	0	62	19
0	0	NA	0	-1	1	63	19
104	105	num.displays3	608	1	NA	64	19
0	0	NA	0	-1	1	65	19
106	107	contribution.sparseness0	0.0141855	1	NA	66	19
0	0	NA	0	-1	1	67	19
108	109	num.displays2	487	1	NA	68	19
0	0	NA	0	-1	1	69	19
110	111	avg.auths.per.disc0	5.25	1	NA	70	19
0	0	NA	0	-1	0	71	19
112	113	atomic.containers7	58.5	1	NA	72	19
0	0	NA	0	-1	1	73	19
114	115	contribution.sparseness4	0.016557	1	NA	74	19
116	117	num.displays5	2313.5	1	NA	75	19
118	119	num.displays2	1448	1	NA	76	19
0	0	NA	0	-1	0	77	19
120	121	num.displays3	7698.5	1	NA	78	19
0	0	NA	0	-1	0	79	19
0	0	NA	0	-1	1	80	19
0	0	NA	0	-1	0	81	19
0	0	NA	0	-1	1	82	19
0	0	NA	0	-1	0	83	19
122	123	avg.auths.per.disc5	7.5	1	NA	84	19
0	0	NA	0	-1	0	85	19
124	125	attention.level.contrib0	0.0032275	1	NA	86	19
0	0	NA	0	-1	1	87	19
126	127	burstiness0	0.1666665	1	NA	88	19
0	0	NA	0	-1	0	89	19
128	129	contribution.sparseness7	0.010708	1	NA	90	19
130	131	contribution.sparseness6	0.0145865	1	NA	91	19
0	0	NA	0	-1	0	92	19
132	133	atomic.containers7	3.5	1	NA	93	19
134	135	attention.level.contrib2	0.0141945	1	NA	94	19
136	137	num.displays0	43907.5	1	NA	95	19
138	139	num.authors.topic4	11	1	NA	96	19
140	141	attention.level.contrib1	0.0172265	1	NA	97	19
142	143	number.total.disc1	0.5	1	NA	98	19
0	0	NA	0	-1	1	99	19
0	0	NA	0	-1	1	100	19
144	145	auth.increase6	5.5	1	NA	101	19
146	147	number.total.disc1	1.5	1	NA	102	19
0	0	NA	0	-1	0	103	19
0	0	NA	0	-1	1	104	19
148	149	atomic.containers4	7.5	1	NA	105	19
150	151	auth.increase4	2.5	1	NA	106	19
152	153	avg.auths.per.disc5	21.25	1	NA	107	19
0	0	NA	0	-1	1	108	19
154	155	auth.increase5	0.5	1	NA	109	19
0	0	NA	0	-1	1	110	19
156	157	num.displays3	1801	1	NA	111	19
158	159	contribution.sparseness1	0.013033	1	NA	112	19
0	0	NA	0	-1	1	113	19
160	161	num.displays3	1997	1	NA	114	19
0	0	NA	0	-1	1	115	19
0	0	NA	0	-1	0	116	19
0	0	NA	0	-1	0	117	19
0	0	NA	0	-1	0	118	19
162	163	attention.level.author6	0.014487	1	NA	119	19
164	165	num.authors.topic3	0.5	1	NA	120	19
0	0	NA	0	-1	1	121	19
0	0	NA	0	-1	0	122	19
0	0	NA	0	-1	0	123	19
166	167	avg.auths.per.disc6	2.75	1	NA	124	19
0	0	NA	0	-1	1	125	19
0	0	NA	0	-1	1	126	19
0	0	NA	0	-1	1	127	19
0	0	NA	0	-1	1	128	19
168	169	number.total.disc7	8.5	1	NA	129	19
170	171	attention.level.contrib5	0.0021785	1	NA	130	19
172	173	avg.disc.length5	37.25	1	NA	131	19
0	0	NA	0	-1	0	132	19
174	175	atomic.containers6	135	1	NA	133	19
176	177	attention.level.author4	0.00368	1	NA	134	19
0	0	NA	0	-1	0	135	19
178	179	avg.disc.length1	61.6785715	1	NA	136	19
0	0	NA	0	-1	0	137	19
0	0	NA	0	-1	0	138	19
180	181	burstiness3	0.585784	1	NA	139	19
0	0	NA	0	-1	0	140	19
182	183	avg.auths.per.disc7	3.7530455	1	NA	141	19
184	185	attention.level.author7	0.0013755	1	NA	142	19
186	187	auth.increase7	0.5	1	NA	143	19
188	189	attention.level.contrib7	0.00497	1	NA	144	19
0	0	NA	0	-1	0	145	19
190	191	contribution.sparseness6	0.0080125	1	NA	146	19
0	0	NA	0	-1	1	147	19
0	0	NA	0	-1	0	148	19
192	193	num.authors.topic7	1.5	1	NA	149	19
0	0	NA	0	-1	0	150	19
0	0	NA	0	-1	1	151	19
194	195	avg.disc.length0	124	1	NA	152	19
0	0	NA	0	-1	0	153	19
196	197	num.new.disc2	2.5	1	NA	154	19
0	0	NA	0	-1	0	155	19
198	199	avg.disc.length4	9.5	1	NA	156	19
0	0	NA	0	-1	1	157	19
0	0	NA	0	-1	0	158	19
0	0	NA	0	-1	0	159	19
0	0	NA	0	-1	0	160	19
0	0	NA	0	-1	1	161	19
0	0	NA	0	-1	1	162	19
0	0	NA	0	-1	0	163	19
0	0	NA	0	-1	1	164	19
0	0	NA	0	-1	1	165	19
0	0	NA	0	-1	0	166	19
0	0	NA	0	-1	0	167	19
0	0	NA	0	-1	0	168	19
0	0	NA	0	-1	1	169	19
0	0	NA	0	-1	1	170	19
0	0	NA	0	-1	0	171	19
0	0	NA	0	-1	0	172	19
0	0	NA	0	-1	1	173	19
0	0	NA	0	-1	1	174	19
0	0	NA	0	-1	0	175	19
0	0	NA	0	-1	1	176	19
0	0	NA	0	-1	1	177	19
0	0	NA	0	-1	1	178	19
0	0	NA	0	-1	0	179	19
0	0	NA	0	-1	1	180	19
0	0	NA	0	-1	1	181	19
0	0	NA	0	-1	0	182	19
0	0	NA	0	-1	1	183	19
0	0	NA	0	-1	0	184	19
0	0	NA	0	-1	0	185	19
0	0	NA	0	-1	0	186	19
0	0	NA	0	-1	0	187	19
0	0	NA	0	-1	0	188	19
0	0	NA	0	-1	0	189	19
0	0	NA	0	-1	0	190	19
0	0	NA	0	-1	1	191	19
0	0	NA	0	-1	0	192	19
0	0	NA	0	-1	0	193	19
0	0	NA	0	-1	0	194	19
0	0	NA	0	-1	0	195	19
0	0	NA	0	-1	0	196	19
0	0	NA	0	-1	1	197	19
0	0	NA	0	-1	1	198	19
0	0	NA	0	-1	0	199	19
2	3	attention.level.author0	0.002584	1	NA	1	20
4	5	num.displays2	1238.5	1	NA	2	20
6	7	attention.level.contrib4	0.0004375	1	NA	3	20
8	9	num.displays6	1215	1	NA	4	20
10	11	num.displays1	1837.5	1	NA	5	20
12	13	num.displays3	2187	1	NA	6	20
14	15	num.displays5	1800	1	NA	7	20
16	17	num.displays6	519	1	NA	8	20
18	19	avg.auths.per.disc7	20.5	1	NA	9	20
20	21	avg.auths.per.disc4	2.75	1	NA	10	20
22	23	atomic.containers0	6.5	1	NA	11	20
24	25	attention.level.contrib2	0.000643	1	NA	12	20
26	27	number.total.disc6	2.5	1	NA	13	20
28	29	num.displays1	1836	1	NA	14	20
30	31	avg.auths.per.disc6	2.6360295	1	NA	15	20
32	33	num.displays7	1432.5	1	NA	16	20
34	35	num.displays3	695.5	1	NA	17	20
36	37	num.displays6	1237.5	1	NA	18	20
0	0	NA	0	-1	1	19	20
38	39	attention.level.contrib7	0.0098655	1	NA	20	20
40	41	contribution.sparseness5	0.008404	1	NA	21	20
42	43	num.displays2	4216.5	1	NA	22	20
44	45	contribution.sparseness7	0.002274	1	NA	23	20
46	47	num.displays6	1556	1	NA	24	20
0	0	NA	0	-1	0	25	20
0	0	NA	0	-1	1	26	20
48	49	avg.disc.length7	59.750002	1	NA	27	20
50	51	attention.level.author5	0.0036845	1	NA	28	20
0	0	NA	0	-1	1	29	20
52	53	avg.disc.length0	36.2380945	1	NA	30	20
54	55	attention.level.author7	0.006402	1	NA	31	20
56	57	num.displays3	306.5	1	NA	32	20
0	0	NA	0	-1	1	33	20
58	59	num.authors.topic1	8	1	NA	34	20
60	61	contribution.sparseness0	0.044231	1	NA	35	20
0	0	NA	0	-1	0	36	20
62	63	num.displays0	1318.5	1	NA	37	20
64	65	num.displays0	2062.5	1	NA	38	20
0	0	NA	0	-1	1	39	20
66	67	avg.disc.length0	18	1	NA	40	20
68	69	number.total.disc1	2.5	1	NA	41	20
70	71	num.displays3	4868	1	NA	42	20
72	73	avg.auths.per.disc7	21.25	1	NA	43	20
74	75	attention.level.author3	0.0013375	1	NA	44	20
76	77	attention.level.author3	0.001165	1	NA	45	20
0	0	NA	0	-1	0	46	20
0	0	NA	0	-1	0	47	20
0	0	NA	0	-1	1	48	20
0	0	NA	0	-1	0	49	20
78	79	avg.auths.per.disc2	5.1666665	1	NA	50	20
80	81	num.displays7	2334	1	NA	51	20
82	83	attention.level.author7	0.001475	1	NA	52	20
0	0	NA	0	-1	1	53	20
84	85	attention.level.contrib7	0.005659	1	NA	54	20
86	87	num.displays5	2101	1	NA	55	20
88	89	avg.auths.per.disc5	23.5	1	NA	56	20
90	91	num.new.disc2	0.5	1	NA	57	20
92	93	attention.level.author7	0.0166225	1	NA	58	20
0	0	NA	0	-1	0	59	20
94	95	contribution.sparseness4	0.082579	1	NA	60	20
0	0	NA	0	-1	1	61	20
96	97	num.displays7	1871.5	1	NA	62	20
98	99	attention.level.contrib5	0.0006375	1	NA	63	20
100	101	avg.disc.length0	3.75	1	NA	64	20
0	0	NA	0	-1	1	65	20
102	103	contribution.sparseness1	0.0146255	1	NA	66	20
104	105	contribution.sparseness0	0.0030585	1	NA	67	20
106	107	avg.disc.length6	57.166666	1	NA	68	20
0	0	NA	0	-1	1	69	20
108	109	num.displays7	3545.5	1	NA	70	20
0	0	NA	0	-1	0	71	20
110	111	num.displays4	10595.5	1	NA	72	20
0	0	NA	0	-1	1	73	20
0	0	NA	0	-1	0	74	20
0	0	NA	0	-1	0	75	20
112	113	attention.level.contrib5	0.0032865	1	NA	76	20
114	115	avg.auths.per.disc1	4.3958335	1	NA	77	20
0	0	NA	0	-1	0	78	20
0	0	NA	0	-1	1	79	20
116	117	number.total.disc3	0.5	1	NA	80	20
0	0	NA	0	-1	1	81	20
